instance_class
20_5,0.001
20_10,0.0
20_20,0.0
50_5,0.38
50_10,0.41
50_20,0.35
100_5,0.89
100_10,0.9
100_20,0.97
200_10,0.73
200_20,0.53
500_20,0.42
