instance_class,IBS_bi_min_walpha,IBS_bi_min_gap
100_20,0.229394590779303,0.42585955326406816,1.784544204333623
100_40,0.457209255329896,1.4321642700173005,5.285153727672244
100_60,0.569951479966959,2.7509288228929796,6.147241392129315
200_20,0.196022524770119,1.0312633488962017,0.5528544196239633
200_40,0.519053625348772,-0.1611828660200845,5.121943672961547
200_60,0.579537308132952,1.2293138831403243,7.279815670428597
300_20,0.16335554395554,1.1546190040892077,0.008722896582243345
300_40,0.489328474752729,-0.6906230811855372,5.11200080427132
300_60,0.618868073514033,0.4058580204110333,7.3398921943710675
400_20,0.122290630007601,0.8565270512070711,-0.09045541079940565
400_40,0.431692302416108,-0.9297195475234279,5.312808278207651
400_60,0.540330859592334,-0.24252086617739196,8.044730479882668
500_20,0.106188917669457,0.8753049850485567,-0.14449043661193614
500_40,0.487962536843109,-0.6780009218592828,4.907138734210007
500_60,0.366588708287107,-0.7914356725733053,7.682873165192914
600_20,0.105649377718803,0.8669233450310043,-0.11804971890353815
600_40,0.374573261507726,-0.5704700916499316,4.724289774044349
600_60,0.499449239392625,-1.1488008187088616,7.381682607337341
700_20,0.060641649013815,0.9752635475804039,-0.11838601501822058
700_40,0.283805433588738,-0.4366808016689756,4.107563894146087
700_60,0.404980775611375,-1.378892989907432,7.455934452973233
800_20,0.062351794118713,0.7991942320229292,-0.09765741666428306
800_40,0.295666996717119,-0.4023543337726859,3.8989236698797805
800_60,0.368329718004345,-1.3653973749801707,7.764008165845738
