instance_class,IBS_bi_min_walpha,IBS_bi_min_gap,IGbob_90,wilcoxon_best
100_20,0.42585955326406816,1.784544204333623,0.4707584458917129,-
100_40,1.3247050965654692,4.986885997316853,0.5207479883973607,IGbob_90
100_60,2.548109023412807,5.7203177986161045,0.4839071103968221,IGbob_90
200_20,0.9748818316456017,0.5528544196239633,0.28089764503158166,-
200_40,-0.2559106893031874,4.7471345658603665,0.5211774236395332,IBS_bi_min_walpha
200_60,1.1862961549456794,7.058176736926842,0.43042902390452353,IGbob_90
300_20,1.1546190040892077,0.008722896582243345,0.2747596205335266,IBS_bi_min_gap
300_40,-0.6906230811855372,5.11200080427132,0.43043206025036823,IBS_bi_min_walpha
300_60,0.4058580204110333,7.3398921943710675,0.4751525679076251,-
400_20,0.8330715884214763,-0.17479293207671456,0.15894689552493907,IBS_bi_min_gap
400_40,-1.0435422393254101,5.155159784886203,0.28204862114534707,IBS_bi_min_walpha
400_60,-0.4527077769704991,7.4236780076096025,0.3160822536855961,IBS_bi_min_walpha
500_20,0.8753049850485567,-0.14449043661193614,0.14261171425236233,IBS_bi_min_gap
500_40,-0.6885205034582791,4.907138734210007,0.31811691727412816,IBS_bi_min_walpha
500_60,-1.044831810260841,7.634990429036563,0.19585026861739624,IBS_bi_min_walpha
600_20,0.8669233450310043,-0.11804971890353815,0.10402875741069799,IBS_bi_min_gap
600_40,-0.5704700916499316,4.724289774044349,0.1585458794920305,IBS_bi_min_walpha
600_60,-1.1488008187088616,7.381682607337341,0.27472721233794395,IBS_bi_min_walpha
700_20,0.9538533113219829,-0.11838601501822058,0.08269765417933714,IBS_bi_min_gap
700_40,-0.4366808016689756,4.107563894146087,0.16318848926908466,IBS_bi_min_walpha
700_60,-1.378892989907432,7.455934452973233,0.20145031904100086,IBS_bi_min_walpha
800_20,0.7785576105098697,-0.10853249822739477,0.05682337624878673,IBS_bi_min_gap
800_40,-0.45818479455370487,3.8989236698797805,0.14655604572715586,IBS_bi_min_walpha
800_60,-1.4205076295856045,7.674652739455523,0.21484152062567524,IBS_bi_min_walpha
