instance_class,IBS_bi_min_walpha,IBS_bi_min_gap,IGbob_45,wilcoxon_best
20_5,0.0,0.0,0.0,-
20_10,0.0,0.03369272237196766,0.0,-
20_20,0.33573336928426545,0.6577296797834892,0.0,IGbob_45
50_5,0.0772219577115394,0.0,0.0,-
50_10,0.8945820497641567,0.10354677710625892,0.3221268110263299,-
50_20,0.5460219291138155,2.8097794546343935,0.429348819221339,-
100_5,0.0920172713975416,0.0,0.0,-
100_10,1.074841461909596,0.0,0.024074948249233445,-
100_20,1.6459676764402364,1.2368311828144263,0.5837283568889273,-
200_10,1.9480118612640591,0.9367562657257054,0.030043948599467508,-
200_20,1.8466872694711078,0.9211060139707907,0.6445738931553192,-
500_20,1.472699279139773,0.08857643086234344,0.2695818949943421,-
