instance,best_known,IBS_forward_bound_primal,IBS_forward_bound_time_to_best_known,IBS_forward_bound_time_opt,IBS_bi_min_bound_primal,IBS_bi_min_bound_time_to_best_known,IBS_bi_min_bound_time_opt,IBS_forward_idle_primal,IBS_forward_idle_time_to_best_known,IBS_forward_idle_time_opt,IBS_bi_min_idle_primal,IBS_bi_min_idle_time_to_best_known,IBS_bi_min_idle_time_opt,IBS_forward_alpha_primal,IBS_forward_alpha_time_to_best_known,IBS_forward_alpha_time_opt,IBS_bi_min_alpha_primal,IBS_bi_min_alpha_time_to_best_known,IBS_bi_min_alpha_time_opt,IBS_forward_walpha_primal,IBS_forward_walpha_time_to_best_known,IBS_forward_walpha_time_opt,IBS_bi_min_walpha_primal,IBS_bi_min_walpha_time_to_best_known,IBS_bi_min_walpha_time_opt,IBS_forward_gap_primal,IBS_forward_gap_time_to_best_known,IBS_forward_gap_time_opt,IBS_bi_min_gap_primal,IBS_bi_min_gap_time_to_best_known,IBS_bi_min_gap_time_opt,IGbob_30_primal,IGbob_30_time_to_best_known,IGbob_30_time_opt,IGbob_45_primal,IGbob_45_time_to_best_known,IGbob_45_time_opt,IGbob_90_primal,IGbob_90_time_to_best_known,IGbob_90_time_opt
TA50_10_1,2867,3078,-,-,2890,-,-,2911,-,-,3036,-,-,2911,-,-,3047,-,-,3411,-,-,2870,-,-,3411,-,-,2891,-,-,2873,-,-,2874,-,-,2870,-,-
TA50_10_2,2839,3043,-,-,2839,18.217233657836914,21.838722229003906,2897,-,-,2920,-,-,2913,-,-,2917,-,-,3393,-,-,2859,-,-,3434,-,-,2839,20.59745216369629,22.5633602142334,2852,-,-,2852,-,-,2852,-,-
TA50_10_3,3063,3153,-,-,3063,0.0805472731590271,0.08282823115587234,3103,-,-,3144,-,-,3102,-,-,3119,-,-,3557,-,-,3073,-,-,3499,-,-,3063,0.08897905796766281,0.0894717425107956,3063,-,-,3063,-,-,3063,-,-
TA50_10_4,2976,3163,-,-,2976,0.7558363080024719,0.8045534491539001,3039,-,-,3125,-,-,3060,-,-,3102,-,-,3509,-,-,3014,-,-,3577,-,-,2976,0.4923205077648163,0.5429961681365967,2981,-,-,2977,-,-,2977,-,-
TA50_10_5,3006,3105,-,-,3006,0.11958444863557816,0.12065675109624863,3069,-,-,3147,-,-,3075,-,-,3063,-,-,3478,-,-,3020,-,-,3478,-,-,3006,0.03273869678378105,0.033999618142843246,3006,-,-,3006,-,-,3006,-,-
TA50_10_6,3093,3312,-,-,3093,4.988711357116699,4.989406585693359,3309,-,-,3227,-,-,3313,-,-,3199,-,-,3603,-,-,3127,-,-,3570,-,-,3093,3.594526529312134,3.595315456390381,3101,-,-,3098,-,-,3098,-,-
TA50_10_7,3037,3150,-,-,3037,1.4663721323013306,1.471122145652771,3116,-,-,3136,-,-,3128,-,-,3075,-,-,3622,-,-,3059,-,-,3622,-,-,3037,0.041671063750982285,0.046451035887002945,3038,-,-,3038,-,-,3038,-,-
TA50_10_8,2897,3057,-,-,2897,0.04470163211226463,0.049442969262599945,2945,-,-,3073,-,-,2945,-,-,3042,-,-,3401,-,-,2899,-,-,3401,-,-,2897,0.0551578514277935,0.06008569523692131,2901,-,-,2901,-,-,2901,-,-
TA50_10_9,3065,3297,-,-,3067,-,22.513206481933594,3360,-,-,3254,-,-,3360,-,-,3262,-,-,3585,-,-,3100,-,-,3588,-,-,3067,-,-,3078,-,-,3078,-,-,3078,-,-
TA50_20_0,3850,4136,-,-,3977,-,-,3925,-,-,4384,-,-,3931,-,-,4368,-,-,4583,-,-,3858,-,-,4592,-,-,3953,-,-,3862,-,-,3868,-,-,3862,-,-
TA50_20_1,3704,4087,-,-,3823,-,-,3750,-,-,4139,-,-,3769,-,-,4086,-,-,4445,-,-,3711,-,-,4445,-,-,3816,-,-,3710,-,-,3711,-,-,3708,-,-
TA50_20_2,3640,4065,-,-,3711,-,-,3678,-,-,3811,-,-,3678,-,-,3779,-,-,4389,-,-,3659,-,-,4389,-,-,3714,-,-,3658,-,-,3649,-,-,3650,-,-
TA50_20_3,3723,4039,-,-,3840,-,-,3827,-,-,3925,-,-,3816,-,-,3918,-,-,4418,-,-,3739,-,-,4408,-,-,3854,-,-,3734,-,-,3731,-,-,3732,-,-
TA50_20_4,3611,4034,-,-,3713,-,-,3680,-,-,3827,-,-,3703,-,-,3827,-,-,4343,-,-,3635,-,-,4343,-,-,3720,-,-,3620,-,-,3614,-,-,3615,-,-
TA50_20_5,3681,4120,-,-,3729,-,-,3874,-,-,3993,-,-,3909,-,-,3978,-,-,4442,-,-,3691,-,-,4442,-,-,3721,-,-,3688,-,-,3686,-,-,3687,-,-
TA50_20_6,3704,3957,-,-,3792,-,-,3802,-,-,3817,-,-,3804,-,-,3817,-,-,4471,-,-,3722,-,-,4471,-,-,3792,-,-,3716,-,-,3711,-,-,3713,-,-
TA50_20_7,3691,4095,-,-,3787,-,-,3793,-,-,3899,-,-,3789,-,-,3908,-,-,4426,-,-,3716,-,-,4417,-,-,3787,-,-,3700,-,-,3700,-,-,3698,-,-
TA50_20_8,3743,4128,-,-,3846,-,-,3827,-,-,3866,-,-,3816,-,-,3948,-,-,4516,-,-,3773,-,-,4516,-,-,3846,-,-,3754,-,-,3756,-,-,3751,-,-
TA50_20_9,3756,4066,-,-,3829,-,-,3807,-,-,4102,-,-,3788,-,-,4218,-,-,4440,-,-,3767,-,-,4440,-,-,3829,-,-,3767,-,-,3767,-,-,3767,-,-
TA100_5_0,5493,5495,-,-,5493,0.0041600498370826244,0.004893139004707336,5500,-,-,5513,-,-,5495,-,-,5515,-,-,5790,-,-,5493,12.229825019836426,12.423124313354492,5709,-,-,5493,1.4865198135375977,1.4970099925994873,5493,-,-,5493,-,-,5493,-,-
TA100_5_1,5268,5295,-,-,5268,0.022732533514499664,0.02498706243932247,5268,0.17330841720104218,-,5268,0.24510225653648376,0.24632489681243896,5283,-,-,5268,0.2901453971862793,0.2912285327911377,5646,-,-,5268,1.4046348333358765,1.4163403511047363,5536,-,-,5268,0.05426039174199104,0.055361442267894745,5268,-,-,5268,-,-,5268,-,-
TA100_5_2,5175,5198,-,-,5175,0.006339338142424822,0.00711491284891963,5178,-,-,5175,0.03616674244403839,0.047979049384593964,5189,-,-,5175,0.027729671448469162,0.038326364010572433,5533,-,-,5175,2.7144341468811035,2.7393484115600586,5551,-,-,5175,0.004099181853234768,0.004888000898063183,5175,-,-,5175,-,-,5175,-,-
TA100_5_3,5014,5035,-,-,5014,0.011419437825679779,0.012489059008657932,5034,-,-,5014,0.38582393527030945,0.3867444097995758,5035,-,-,5014,0.4100166857242584,0.4109467566013336,5441,-,-,5018,-,-,5237,-,-,5014,0.009608888067305088,0.010434199124574661,5014,-,-,5014,-,-,5014,-,-
TA100_5_4,5250,5267,-,-,5250,0.013033312745392323,0.013668655417859554,5258,-,-,5250,0.14737917482852936,0.1494797021150589,5260,-,-,5250,0.11833872646093369,0.11916787922382355,5719,-,-,5253,-,-,5603,-,-,5250,0.01445705071091652,0.01520742941647768,5250,-,-,5250,-,-,5250,-,-
TA100_5_5,5135,5147,-,-,5135,0.010732736438512802,0.011313699185848236,5135,1.975259780883789,1.9781413078308105,5155,-,-,5135,2.186917304992676,2.188281536102295,5155,-,-,5625,-,-,5135,0.7265827655792236,0.7295061349868774,5441,-,-,5135,0.02541101537644863,0.02618505246937275,5135,-,-,5135,-,-,5135,-,-
TA100_5_6,5246,5279,-,-,5246,0.009008233435451984,0.00954433437436819,5304,-,-,5246,1.4037981033325195,1.4059839248657227,5305,-,-,5246,0.22067733108997345,0.22147506475448608,5612,-,-,5247,-,-,5463,-,-,5246,0.017432428896427155,0.018077902495861053,5246,-,-,5246,-,-,5246,-,-
TA100_5_7,5094,5101,-,-,5094,0.005231285933405161,0.005895460024476051,5099,-,-,5094,1.3548355102539062,1.3569592237472534,5099,-,-,5094,1.7095520496368408,1.7118821144104004,5539,-,-,5095,-,-,5398,-,-,5094,0.013976055197417736,0.01488158106803894,5094,-,-,5094,-,-,5094,-,-
TA100_5_8,5448,5469,-,-,5448,0.01065831445157528,0.011243671178817749,5448,0.0869610607624054,0.09037884324789047,5458,-,-,5448,0.054349567741155624,0.05767504870891571,5457,-,-,5773,-,-,5467,-,-,5911,-,-,5448,0.17215436697006226,0.17349641025066376,5448,-,-,5448,-,-,5448,-,-
TA100_5_9,5322,5346,-,-,5322,0.015475556254386902,0.01814236119389534,5356,-,-,5322,0.3858295977115631,0.38692015409469604,5345,-,-,5322,0.4574771523475647,0.45855680108070374,5695,-,-,5335,-,-,5725,-,-,5322,0.02584546059370041,0.026546483859419823,5322,-,-,5322,-,-,5322,-,-
TA100_10_0,5770,5900,-,-,5770,0.05144064873456955,0.05209358036518097,5915,-,-,5843,-,-,5917,-,-,5830,-,-,6639,-,-,5813,-,-,6665,-,-,5770,0.021785128861665726,0.02239706739783287,5770,-,-,5770,-,-,5770,-,-
TA100_10_1,5349,5504,-,-,5349,0.024273362010717392,0.02499145083129406,5426,-,-,5540,-,-,5434,-,-,5494,-,-,6169,-,-,5370,-,-,6202,-,-,5349,0.017748111858963966,0.018452661111950874,5349,-,-,5349,-,-,5349,-,-
TA100_10_2,5676,5819,-,-,5676,0.7855005860328674,0.8013743758201599,5707,-,-,5714,-,-,5707,-,-,5725,-,-,6330,-,-,5695,-,-,6330,-,-,5676,0.7267700433731079,0.743310272693634,5676,-,-,5676,-,-,5676,-,-
TA100_10_3,5781,6161,-,-,5781,0.05368385463953018,0.056235432624816895,5826,-,-,6023,-,-,5826,-,-,5954,-,-,6658,-,-,5813,-,-,6658,-,-,5781,0.029280206188559532,0.02991526760160923,5781,-,-,5781,-,-,5781,-,-
TA100_10_4,5467,5609,-,-,5467,0.05239275097846985,0.05405491590499878,5527,-,-,5611,-,-,5527,-,-,5616,-,-,6410,-,-,5535,-,-,6410,-,-,5467,0.2375735491514206,0.2395409345626831,5467,-,-,5467,-,-,5467,-,-
TA100_10_5,5303,5422,-,-,5303,0.028480831533670425,0.029293887317180634,5368,-,-,5368,-,-,5331,-,-,5343,-,-,6145,-,-,5322,-,-,6145,-,-,5303,0.04393564909696579,0.05196629464626312,5303,-,-,5303,-,-,5303,-,-
TA100_10_6,5595,5788,-,-,5595,1.7082668542861938,1.838409662246704,5739,-,-,5779,-,-,5807,-,-,5764,-,-,6290,-,-,5653,-,-,6335,-,-,5595,0.999177098274231,1.135400414466858,5596,-,-,5596,-,-,5596,-,-
TA100_10_7,5617,5735,-,-,5617,0.06851796060800552,0.07035910338163376,5676,-,-,5856,-,-,5676,-,-,5711,-,-,6431,-,-,5698,-,-,6487,-,-,5617,0.08049171417951584,0.0825653225183487,5623,-,-,5622,-,-,5621,-,-
