instance,best_known,IGrms,VBIH,GmysBB,IGbob_90_primal,IGbob_90_time_to_best_known,IGbob_90_time_to_improve,IGbob_90_time_opt,IBS_bi_min_walpha_primal,IBS_bi_min_walpha_time_to_best_known,IBS_bi_min_walpha_time_to_improve,IBS_bi_min_walpha_time_opt,IBS_bi_min_gap_primal,IBS_bi_min_gap_time_to_best_known,IBS_bi_min_gap_time_to_improve,IBS_bi_min_gap_time_opt
VFR600_60_10,35923,35935,35923,missing,35926,-,-,35366,14.478662490844727,14.478662490844727,-,38297,-,-,-
VFR700_20_1,36285,36354,36388,36285,36355,-,-,36759,-,-,-,36294,-,-,-
VFR700_20_2,36220,36376,36519,36220,36316,-,-,36721,-,-,-,36226,-,-,-
VFR700_20_3,36303,36303,36380,36419,36509,-,-,36829,-,-,-,36534,-,-,-
VFR700_20_4,36361,36487,36556,36361,36385,-,-,36782,-,-,-,36361,16.310075759887695,-,18.827064514160156
VFR700_20_5,36379,36379,36645,36496,36578,-,-,36867,-,-,-,36496,-,-,125.75119018554688
VFR700_20_6,36547,36547,36597,36556,36607,-,-,36899,-,-,-,36556,-,-,91.74717712402344
VFR700_20_7,36492,36610,36492,36540,36608,-,-,36901,-,-,-,36540,-,-,54.397743225097656
VFR700_20_8,36315,36609,36315,36418,36484,-,-,36775,-,-,-,36418,-,-,58.7402229309082
VFR700_20_9,36212,36481,36386,36212,36296,-,-,36576,-,-,-,36215,-,-,-
VFR700_20_10,36290,36290,36316,36362,36374,-,-,36800,-,-,-,36362,-,-,64.49014282226562
VFR700_40_1,38720,38720,38767,missing,38707,-,-,38501,6.935862064361572,6.935862064361572,-,40141,-,-,-
VFR700_40_2,38460,38647,38460,missing,38521,-,-,38246,6.919602870941162,6.919602870941162,-,40378,-,-,-
VFR700_40_3,38499,38499,38597,missing,38371,-,-,38127,3.360630512237549,3.360630512237549,-,40543,-,-,-
VFR700_40_4,38393,38393,38490,missing,38611,-,-,38386,446.183837890625,446.183837890625,-,40352,-,-,-
VFR700_40_5,38440,38593,38440,missing,38449,-,-,38250,6.874228477478027,6.874228477478027,-,39973,-,-,-
VFR700_40_6,38355,38430,38355,missing,38388,-,-,38203,55.23754119873047,55.23754119873047,-,39721,-,-,-
VFR700_40_7,38336,38336,38817,missing,38312,-,-,38056,13.579117774963379,13.579117774963379,-,40051,-,-,-
VFR700_40_8,38287,38287,38569,missing,38773,-,-,38691,-,-,-,40102,-,-,-
VFR700_40_9,38712,38766,38712,missing,38527,-,-,38411,1.6209288835525513,1.6209288835525513,-,39661,-,-,-
VFR700_40_10,38452,38452,38560,missing,38632,-,-,38564,-,-,-,40012,-,-,-
VFR700_60_1,41125,41125,41192,missing,41107,-,-,40438,39.30219650268555,39.30219650268555,-,44623,-,-,-
VFR700_60_2,41093,41093,41173,missing,41028,-,-,40588,39.335853576660156,39.335853576660156,-,43069,-,-,-
VFR700_60_3,41008,41008,41120,missing,41038,-,-,40450,20.017974853515625,20.017974853515625,-,43595,-,-,-
VFR700_60_4,40961,40961,41167,missing,41068,-,-,40472,84.79583740234375,84.79583740234375,-,43830,-,-,-
VFR700_60_5,41070,41070,41159,missing,41057,-,-,40367,40.195396423339844,40.195396423339844,-,44522,-,-,-
VFR700_60_6,40734,41022,40734,missing,40970,-,-,40396,78.91696166992188,78.91696166992188,-,44039,-,-,-
VFR700_60_7,40994,40994,41305,missing,40629,-,-,40028,9.84138011932373,9.84138011932373,-,43977,-,-,-
VFR700_60_8,40572,40572,41111,missing,41170,-,-,40650,-,-,-,44205,-,-,-
VFR700_60_9,41121,41121,41186,missing,40980,-,-,40367,10.143587112426758,10.143587112426758,-,44611,-,-,-
VFR700_60_10,40930,40930,41002,missing,41100,-,-,40480,79.809326171875,79.809326171875,-,43981,-,-,-
VFR800_20_1,41413,41477,41479,41413,41501,-,-,41764,-,-,-,41415,-,-,-
VFR800_20_2,41282,41561,41399,41282,41337,-,-,41611,-,-,-,41282,332.590087890625,-,467.3711242675781
VFR800_20_3,41319,41337,41426,41319,41389,-,-,41577,-,-,-,41319,133.96670532226562,-,134.6178741455078
VFR800_20_4,41362,41362,41705,41375,41426,-,-,41892,-,-,-,41433,-,-,-
VFR800_20_5,41426,41426,41961,41626,41705,-,-,41939,-,-,-,41626,-,-,113.0967025756836
VFR800_20_6,41395,41702,41395,41919,41953,-,-,42334,-,-,-,41919,-,-,42.394500732421875
VFR800_20_7,41342,41959,41435,41342,41379,-,-,41666,-,-,-,41352,-,-,-
VFR800_20_8,41379,41379,41783,41390,41420,-,-,41950,-,-,-,41394,-,-,720.0009765625
VFR800_20_9,41429,41429,41568,41697,41783,-,-,42033,-,-,-,41697,-,-,82.29535675048828
VFR800_20_10,41345,41753,41345,41489,41564,-,-,41844,-,-,-,41489,-,-,42.018733978271484
VFR800_40_1,43456,43456,43466,missing,43446,-,-,43219,18.075641632080078,18.075641632080078,-,45354,-,-,-
VFR800_40_2,43592,43592,43596,missing,43557,-,-,43324,4.415815353393555,4.415815353393555,-,45309,-,-,-
